"TrialID","Date","Scientific title","Intervention","Country","Size","Drugs","isRandomized","isCombination","isDrugTrial"
"CTRI/2020/06/026152","2020-06-26","A study on outcome of COVID-19 infection in Haemodialysis patients","Intervention1: NIL: NIL<br>","India",120,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/026190","2020-06-26","A Trial of Shirashadi Kasai in Adults Hospitalized with Moderate to Severe Covid-19","Intervention1: Shirashadi Kasai: Shirashadi Kasai (SK). It consists of 5 medicinal plants, namely Albizzia lebbeck, Solanum Xanthocarpum,<br>Adhatodavasica, Glycyrrhiza glabra and Cinnamum tamal. <br>10 gm decoction, twice a day, through oral route<br>Control Intervention1: Standard care for COVID 19 patients as per Government of India advisory: Drugs advised by Government of India in its advisory for COVID 19 patients<br>","India",160,"adhatodavasica, albizzia lebbeck, cinnamum tamal, glycyrrhiza glabra, shirashadi kasai, solanum xanthocarpum",TRUE,TRUE,TRUE
"CTRI/2020/06/026188","2020-06-26","Assessment of psychological health of patients diagnosed with COVID-19",NA,"India",240,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/026187","2020-06-26","Phase II, open label, randomized controlled trial to evaluate Safety and Efficacy of ACT12 Tablet and ACT 13 dry syrup as an immunomodulator in adult Covid 19 positive patients - Nil","Intervention1: ACT12 tablets and ACT 13 dry Syrup along with standard treatment: 2 tablets of ACT12 and 20 ml ACT 13 dry syrup TDS along with standard of care for 10 days<br>Control Intervention1: Standard treatment: Standard treatment as per<br>protocol of ICMR for 10 days<br>","India",60,"act 13, act12",TRUE,TRUE,TRUE
"CTRI/2020/06/026189","2020-06-26","Randomized, Double Blind, Parallel Group Study of Vitamin D3 & Magnesium in Covid 19 Infection - Covid","Intervention1: Cholecalciferol vitamin D 3 <br>Magnesium Glycinate <br>: Vitamin D 60000 IU Single Dose + Magnesium Glycinate 250mg BD for 14 days<br><br>","India",210,"glycinate, magnesium, vitamin d",TRUE,TRUE,TRUE
"CTRI/2020/06/026184","2020-06-26","Assessment of Psychological health among health care workers during COVID-19 epidemics","Intervention1: NIL: NIL<br>","India",100,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/026191","2020-06-27","Randomized, Double Blind, Comparative, Parallel  group  study of Vitamin D3  ( Cholecalciferol )   Vitamin K2-7 & magnesium  in prophylaxis of   COVID-19 infection  in  health care professionals - Covid19","Control Intervention1: Vitamin D3   ( Cholecalciferol VITAMIN D3)<br>                                        60,000  I  U/   weekly for 5 Weeks <br>                 			2  Vitamin K2-7   100 mcg / day for 5 weeks<br>					3  Magnesium  Glycinate  250 mg/day for  5 weeks<br>: 1 Vitamin D(Cholecalciferol  Vitamin D3 )60,000 I U. , weekly with milk  for 5 weeks <br>2  Vitamin K2-7   100 mcg / day    for  5  weeks<br>3 Magnesium glycinate   250  mg  / day   for  5 weeks<br><br>","India",500,"glycinate, magnesium, vitamin d, vitamin k2",TRUE,TRUE,TRUE
"CTRI/2020/06/026192","2020-06-28","A randomised, double-blind, placebo-controlled, phase 2 trial investigating the safety and efficacy of C21 in hospitalised subjects with COVID-19 infection not requiring mechanical ventilation - The ATTRACT Trial","Intervention1: C21: IMP will be administered twice daily orally for 7 days from Visit 2 to Visit 8 as follows:<br>1. Morning dose: Two 50 mg capsules to be taken with a glass of water after minimum 2 hours fasting<br>2 Afternoon/evening dose: Two 50 mg capsules to be taken with a glass of water after minimum 2 hours fasting Subjects will be required not to eat anything for 1 hour after taking the IMP.<br>Control Intervention1: Placebo: IMP will be administered twice daily orally for 7 days from visit 2 to visit 8 as follows: 1. Morning dose: Two 50 mg capsules to be taken with a glass of water after minimum 2 hours fasting 2 Afternoon/evening dose: Two 50 mg capsules to be taken with a glass of water after minimum 2 hours fasting Subjects will be required not to eat anything for 1 hour after taking the IMP.<br>","India",100,"c21",TRUE,FALSE,TRUE
"CTRI/2020/06/026194","2020-06-28","A randomized, double blind, placebo controlled, comparative study to investigate the efficacy of N-acetylcysteine  in COVID-19 patients with standard therapy.","Intervention1: N-acetylcysteine: N-acetyl cysteine (NAC)oral administration in dose of 600 mg daily twice a day for 10 days.<br>Control Intervention1: glucose capsule: similar capsule containing glucose 600 mg will be given oral daily twice a day for 10 days.<br>","India",200,"acetylcysteine",TRUE,TRUE,TRUE
"CTRI/2020/06/026195","2020-06-28","Effectiveness of Individualized homoeopathy as an add-on to standard treatment of COVID-19 - A multicentric, randomized, parallel arm, single blind, placebo, controlled study","Intervention1: Homoeopathic medicine along with standard care: Homoeopathic medicines will be<br>given to this group patients as<br>an add-on to standard treatmet.<br>Following Individualization<br>medicines will be selected<br>keeping in view pathological<br>aspect of disease. Dose and<br>potency will be according to the<br>frequency, intensity and<br>duration of signs and<br>symptoms. Repetitions will vary<br>from cae to case basis<br>cosidering disease state and<br>vitality of patient. Range of<br>potency from 30, 200, 1M etc<br>will be used.<br>Control Intervention1: Placebo along with standard care: Placebo group patients will<br>receive identical placebo (globules moistened with<br>dispensing alcohol) as an add<br>on to standard protocol<br>treatment. Dose repetition will be a in similar pattern to medicine group.<br>","India",300,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/026198","2020-06-28","Effectiveness of Conscious posture therapy to counter Covid 19 Hypoxemia in early stage of disease: a single-center prospective cohort study",NA,"India",60,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/026196","2020-06-28","Preventing Pulmonary Complications In Surgical Patients At Risk Of COVID-19 - PROTECT-Surg","Intervention1: Lopinavir-Ritonavir: Lopinavir is a HIV-1 (Human Immunodeficiency Virus 1) protease inhibitor, normally used as part of combined drug therapy for HIV. Ritonavir is added to Lopinavir to enhance efficacy by increasing serum availability [3]. In-vitro experiments show viral susceptibility to the drug. A published series of patients treated with this Lopinavir-Ritonavir showed improved outcomes at 21 days after diagnosis, compared to historical controls. Lopinavir-Ritonavir has previously been shown to improve outcomes in animal models (marmosets) infected with MERS-CoV. A trial including 194 patients with advanced COVID-19 infection showed a small difference in time to clinical improvement, suggesting the need for further trials evaluating this drug. Though early studies have not shown any difference in post treatment viral load, some centres are using this drug combination off-label to treat COVID-19 patients. No work has yet looked at the impact of these drugs on pre-infection or pre-symptomatic treatment (or in vulnerable patients). Robust evidence is needed to prove or exclude the benefit of Lopinavir-Ritonavir use to prevent pulmonary complications in patients undergoing surgery.<br>Intervention2: Hydroxychloroquine: Hydroxychloroquine is usually used as an antimalarial drug and in auto-immune diseases such as Lupus and Rheumatoid Arthritis. Promising laboratory studies have shown that chloroquine decreases COVID-19 entrance and replication within cells, together with its known anti-inflammatory effect. From small early phase clinical trials in China that included more than 100 patients being treated for COVID-19 pneumonia, chloroquine was associated with a shorter course of disease and less pneumonia exacerbation. A subsequent small non-randomised study","Benin",6400,"chloroquine, hydroxychloroquine, lopinavir, ritonavir",TRUE,TRUE,TRUE
"CTRI/2020/06/026193","2020-06-28","A randomized control study to evaluate the therapeutic effects of Lithium in Covid-19 patients","Intervention1: Group L: Tablet Lithium carbonate 600mg twice daily as add on therapy with Tablet Hydyoxychloroquine 400mg once daily with or without Azithromycin 500mg once daily for 5 days<br>Control Intervention1: Standard care of therapy(Group s): Tablet Hydroxychloroquine 400mg once daily with or without Tablet Azithromycin 500mg OD for 5 and placebo for 5 Days<br>","India",100,"azithromycin, carbonate, hydroxychloroquine, lithium",TRUE,TRUE,TRUE
"CTRI/2020/06/026197","2020-06-28","To Evaluate the Efficacy of SUDARSHAN GHAN VATI and VYAGHRADI KWATH in the management of patients with COVID-19- A Pilot study.","Intervention1: Sudarshan Ghanvati and Vyaghradi Kwath: Sudarshan Ghanvati 500 mg Tablet 2 TDS, Orally<br>Vyaghradi Kwath 60 ml BD, Orally<br><br>Duration- For 30 days.<br><br>Control Intervention1: Conventional treatment for covid 19: Conventional treatment for covid 19<br>","India",60,"sudarshan ghanvati, vyaghradi kwath",TRUE,TRUE,TRUE
"CTRI/2020/06/026228","2020-06-29","A Phase II, Open Label, Randomized Study of the Efficacy and Safety of Acalabrutinib with best Supportive Care Versus Best Supportive Care in Subjects Hospitalized with COVID-19","Intervention1: Acalabrutininb (ACP-196): 1:1Assignment<br>Route of Administration: Oral. <br>Duration of therapy: 10 days <br>Frequency:Twice daily (BID)<br>Control Intervention1: Best Supportive Care: 1:1 Assignment<br>Duration of therapy: 10 days<br>","Brazil",140,"acalabrutinib, acp-196",TRUE,TRUE,TRUE
"CTRI/2020/06/026222","2020-06-29","A Phase II Safety and Efficacy Study on prognosis of Moderate Pneumonia in COVID-19 patients with Regular Intravenous Immunoglobulin Therapy","Intervention1: Immunoglobulin and standard of care: Dose:0.4 g/kg body weight <br>Frequency once in a day<br>Duration 5 days <br>Route IV route<br>Control Intervention1: Standard of Care: Azithromycin 500 mg once a day for 5 days<br>Lopinavir/ritonavir 200 mg/50 mg - two tablets every 12 h for 14 days or for seven days after becoming asymptomatic, whichever is earlier; and (ii) For patients who are unable to take medications by mouth, 400 mg lopinavir /100 mg ritonavir 5 ml suspension every 12 h for 14 days or seven days after becoming asymptomatic whichever is earlier<br>Piperacillin + Tazobactam 4.5 mg in 100 ml NS three times a day for 5 days<br>Paracetamol 1gm tablet thrice a day; Pantocid 40 mg tablet once a day<br><br>","India",100,"azithromycin, immunoglobulin, lopinavir, paracetamol, piperacillin, ritonavir, tazobactam",TRUE,TRUE,TRUE
"CTRI/2020/06/026227","2020-06-29","A Study on prophylactic interventions of Unani Medicine on high/moderate risk population of COVID 19","Intervention1: Khameera Marwareed: 5g orally once daily in the morning for 14days<br>Intervention2: Tiryaq-e-Arba: 5gm orally with lukewarm water in the Morning for 14days<br>Intervention3: Unani Joshanda/decoction (Behidana (Cydonia oblonga) 3 gm, Unnab (Zizyphus jujube)<br>5 in number, Sapistan (Cordia myxa)9 in numbers: lukewarm decoction once<br>daily in the Evening for 14days<br><br>Intervention4: Conventional treatment being given in quarantine centers in Delhi: As per Centre/State Govt policy<br>Control Intervention1: Conventional treatment being given in quarantine centers in Delhi: As per Centre/State Govt policy<br>","India",60,"behidana, cordia myxa, cydonia oblonga, jujube, khameera marwareed, sapistan, tiryaq-e-arba, unani joshanda, unnab, zizyphus jujube",FALSE,TRUE,TRUE
"CTRI/2020/06/026229","2020-06-29","Effect of Malla Chandrodaya & Ashtadashang ghan vati in Patients with mild to moderate Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infections: A Prospective Observational Study","Intervention1: Combination of Malla Chandrodaya &<br>Ashthadashang Ghana vati with anupana of Parijata Swaras.: Malla Chandrodayaa 32 mg & Ashtadashang Ghana Vati 500 mg twice daily with anupana of Parijata swaras, oral mode of administration<br>Control Intervention1: Standard care for COVID 19 patients as per Government of India advisory: Drugs advised by Government of India in its advisory for COVID 19 patients<br>","India",100,"anupana of parijata, ashtadashang ghan, ashtadashang ghana, malla chandrodaya, malla chandrodayaa",FALSE,TRUE,TRUE
"CTRI/2020/06/026220","2020-06-29","An Open Label, Randomized, Multicenter, Controlled Clinical Study to Evaluate the Efficacy and Safety of Nafamostat Mesilate in the Treatment of Moderate COVID-19 Disease","Intervention1: Nafamostat Mesilate Injection 50 mg/ 100 mg vial: Dissolve a daily dose of Nafamostat mesilate in 1000 ml of 5 % dextrose and to be infused at dose of 0.1 mg/kg/hr for 24 hrs by continuous infusion for 10 days<br>If the patient meets clinical improvement/ discharge criteria any time prior to completing infusion on Day 10, the treatment can be stopped earlier and subject can be discharged and followed up as defined in protocol<br>Also, Standard of care as per institutional practice.<br>Patients may be given prophylactic LMWH (e.g., Enoxaparin 1mg/kg per day Subcutaneously) as per investigatorâ??s discretion. Before starting LMWH, investigator should check for bleeding tendency riskand presence of any contraindications. When Nafamostat and LMWH are given concomitantly daily PT/INR and aPTT should be monitored.<br>Control Intervention1: Standard of care as per institutional practice: Standard of care as per institutional practice<br><br>Patients may be given prophylactic LMWH (e.g., Enoxaparin 1mg/kg per day Subcutaneously) as per investigatorâ??s discretion. Before starting LMWH, investigator should check for bleeding tendency riskand presence of any contraindications. When Nafamostat and LMWH are given concomitantly daily PT/INR and aPTT should be monitored.<br>","India",40,"dextrose, enoxaparin, nafamostat",TRUE,TRUE,TRUE
"CTRI/2020/06/026232","2020-06-29","A Clinical Trial to Study the Efficacy of  â??Ivermectinâ??  in the prevention of Covid-19. .A Single Arm Study. â??","Intervention1: Ivermectin: Single oral dose of  200 mcg of ivermectin per kg of body weight.<br>Control Intervention1: Not applicable: Not applicable<br>","India",50,"ivermectin",TRUE,FALSE,TRUE
